Ambient temperature(℃),PV Temperature(℃),Wind speed(m/s),Daily irradiation(MJ/㎡),Irradiance(W/㎡),Grid voltage/Grid AB line voltage(V),BC line voltage(V),CA line voltage(V),Phase A voltage(V),Phase B voltage(V),Phase C voltage(V),Grid current/Grid phase A current(A),Phase B current(A),Phase C current(A),Inverter efficiency(%),Device internal temperature(℃),Power factor,Grid frequency(Hz),Active power(kW),Output reactive power(kvar),Daily energy(kWh),Total input power(kW),PV1 input voltage(V),PV2 input voltage(V),PV3 input voltage(V),PV4 input voltage(V),PV5 input voltage(V),PV6 input voltage(V),PV7 input voltage(V),PV8 input voltage(V),PV9 input voltage(V),PV10 input voltage(V),PV11 input voltage(V),PV12 input voltage(V),PV13 input voltage(V),PV14 input voltage(V),PV15 Input Voltage(V),PV16 Input Voltage(V),PV17 Input Voltage(V),PV18 Input Voltage(V),PV19 Input Voltage(V),PV20 Input Voltage(V),PV1 input current(A),PV2 input current(A),PV3 input current(A),PV4 input current(A),PV5 input current(A),PV6 input current(A),PV7 input current(A),PV8 input current(A),PV9 input current(A),PV10 input current(A),PV11 input current(A),PV12 input current(A),PV13 input current(A),PV14 input current(A),PV15 Input Current(A),PV16 Input Current(A),PV17 Input Current(A),PV18 Input Current(A),PV19 Input Current(A),PV20 Input Current(A),Cumulative energy(kWh),Inverter startup time,Inverter shutdown time,MPPT 1 DC cumulative energy(kWh),MPPT 2 DC cumulative energy(kWh),MPPT 3 DC cumulative energy(kWh),MPPT 4 DC cumulative energy(kWh),MPPT 5 DC cumulative energy(kWh),MPPT 6 DC cumulative energy(kWh),MPPT 7 DC cumulative energy(kWh),MPPT 8 DC cumulative energy(kWh),MPPT 9 DC cumulative energy(kWh),MPPT 10 DC cumulative energy(kWh),Monthly energy(kWh),Annual energy(kWh),Voltage between PV– and the ground(V),Total DC input energy(kWh),Accumulated amount of absorbed electricity(kWh),time,month,day,hour,dayofweek,dayname,hourofweek,hourofmonth,Tcell,Pm,Hieu suat
32.2,47.5,4.3,13.212,948.3,389.2,386.0,386.6,227.7,223.1,223.1,148.857,148.195,148.675,98.11,72.3,1.0,50.17,99.875,0.564,394.1,101.768,703.1,703.1,702.7,702.7,703.1,703.1,702.4,702.4,703.1,703.1,702.2,702.2,702.5,702.5,702.6,702.6,703.2,703.2,702.4,702.4,14.56,0.0,0.0,14.09,14.27,0.0,0.0,14.62,14.19,0.0,0.0,14.67,14.63,0.0,14.54,0.0,0.0,14.72,14.16,0.0,4361.48,2022/03/22 05:36:22,2022/03/21 17:46:07,461.64,442.04,444.77,447.4,444.81,450.71,454.09,449.97,453.1,446.15,4358.56,4358.56,0.0,4494.68,0.0,2022-03-22 12:45:00,3,22,12,1,Tuesday,36,516,38.126875,126395.09134308023,80.51578500288929
28.3,46.2,1.4,4.957,948.5,392.1,390.5,390.3,229.5,225.1,225.0,147.909,147.522,147.444,98.08,62.4,0.999,50.05,100.089,0.138,153.82,102.038,666.3,666.3,659.7,659.7,655.0,655.0,668.3,668.3,667.3,667.3,672.8,672.8,667.4,667.4,660.4,660.4,679.3,679.3,666.0,666.0,15.49,0.0,0.0,15.17,15.28,0.0,0.0,15.32,15.23,0.0,0.0,15.25,15.49,0.0,15.44,0.0,0.0,15.09,14.99,0.0,5396.43,2022/03/24 05:35:33,2022/03/23 17:54:26,569.02,546.82,550.43,553.58,550.5,557.16,561.41,556.4,559.07,550.54,5393.51,5393.51,0.0,5554.93,0.0,2022-03-24 10:40:00,3,24,10,3,Thursday,82,562,34.228125,128739.60522400586,79.25921461577788
32.5,48.3,2.3,8.942,950.1,395.0,392.7,392.0,230.8,226.9,226.5,144.845,144.41,144.389,98.13,69.2,0.999,49.94,98.796,0.487,260.36,100.648,652.4,652.4,657.1,657.1,657.6,657.6,663.3,663.3,655.5,655.5,668.9,668.9,657.3,657.3,646.4,646.4,656.3,656.3,648.5,648.5,15.48,0.0,0.0,14.98,15.06,0.0,0.0,15.17,15.07,0.0,0.0,15.09,15.4,0.0,15.46,0.0,0.0,15.21,15.25,0.0,6061.76,2022/03/25 05:37:54,2022/03/24 17:56:47,637.93,613.92,617.95,621.9,618.22,625.51,630.23,624.65,627.34,617.85,6058.84,6058.84,0.0,6235.5,0.0,2022-03-25 11:00:00,3,25,11,4,Friday,107,587,38.438125,126472.27935924652,79.5810754023874
32.3,47.7,4.4,11.291,945.0,393.7,391.1,392.0,230.3,226.0,225.2,146.599,146.084,146.131,98.16,71.0,0.999,50.05,99.721,-0.808,328.44,101.601,664.4,664.4,656.9,656.9,655.6,655.6,669.3,669.3,649.4,649.4,662.9,662.9,651.3,651.3,657.6,657.6,661.4,661.4,658.5,658.5,15.56,0.0,0.0,15.16,15.32,0.0,0.0,15.26,15.56,0.0,0.0,15.52,15.79,0.0,15.33,0.0,0.0,15.51,15.12,0.0,6129.84,2022/03/25 05:37:54,2022/03/24 17:56:47,644.93,620.78,624.84,628.85,625.14,632.51,637.28,631.65,634.34,624.71,6126.93,6126.93,0.0,6305.03,0.0,2022-03-25 11:45:00,3,25,11,4,Friday,107,587,38.20625,125971.60002271268,80.65389340270454
32.0,47.6,5.1,11.577,951.3,394.8,392.2,392.0,230.3,227.0,226.2,146.182,145.943,145.816,98.16,71.6,0.999,50.14,99.591,-0.26,336.7,101.468,639.7,639.7,642.7,642.7,638.6,638.6,633.3,633.3,643.5,643.5,635.2,635.2,644.3,644.3,633.3,633.3,632.7,632.7,640.1,640.1,15.93,0.0,0.0,15.79,15.68,0.0,0.0,15.9,15.89,0.0,0.0,15.97,16.03,0.0,15.96,0.0,0.0,15.88,15.71,0.0,6138.1,2022/03/25 05:37:54,2022/03/24 17:56:47,645.78,621.62,625.69,629.7,625.98,633.37,638.13,632.49,635.19,625.54,6135.27,6135.27,0.0,6313.49,0.0,2022-03-25 11:50:00,3,25,11,4,Friday,107,587,37.945625,126969.53364807583,79.9152340601967
24.6,43.0,2.2,7.518,954.7,406.9,403.0,402.9,236.9,232.8,232.4,145.622,145.273,145.281,98.18,54.3,0.999,49.91,102.128,-1.494,229.09,104.064,639.3,639.3,652.4,652.4,671.8,671.8,664.8,664.8,642.0,642.0,665.9,665.9,646.8,646.8,648.5,648.5,666.0,666.0,644.0,644.0,15.0,0.0,0.0,14.62,14.52,0.0,0.0,15.01,16.04,0.0,0.0,15.69,16.75,0.0,16.75,0.0,0.0,16.51,17.24,0.0,9141.78,2022/04/03 05:34:46,2022/04/02 17:57:16,957.54,925.28,933.27,937.05,933.12,940.73,950.41,942.12,941.32,929.81,508.57,9138.97,0.0,9390.65,0.0,2022-04-03 13:15:00,4,3,13,6,Sunday,157,61,30.566875000000003,131942.9455867657,78.8704538444365
27.5,47.1,2.0,7.589,952.4,394.4,390.7,391.8,230.9,226.8,225.6,149.161,148.782,148.978,98.09,67.2,1.0,50.14,101.548,-0.597,236.58,103.515,698.0,698.0,688.2,688.2,690.8,690.8,701.3,701.3,683.6,683.6,691.1,691.1,682.1,682.1,680.5,680.5,683.5,683.5,683.7,683.7,14.9,0.0,0.0,14.88,14.85,0.0,0.0,15.02,14.96,0.0,0.0,15.01,15.2,0.0,15.1,0.0,0.0,15.28,14.95,0.0,10119.18,2022/04/06 05:39:52,2022/04/05 17:58:27,1058.83,1024.39,1033.57,1036.43,1033.01,1040.55,1052.15,1042.7,1040.92,1028.96,1485.77,10116.17,0.0,10391.51,0.0,2022-04-06 13:00:00,4,6,13,2,Wednesday,61,133,33.4525,129752.91606713607,79.77855383723308
28.2,46.9,3.0,7.878,947.3,393.4,389.7,390.7,229.8,225.6,224.6,151.496,151.008,151.364,98.13,68.0,1.0,49.93,102.636,0.18,245.12,104.602,690.5,690.5,676.1,676.1,676.0,676.0,685.4,685.4,675.7,675.7,685.0,685.0,678.4,678.4,675.9,675.9,678.5,678.5,680.0,680.0,15.19,0.0,0.0,15.05,15.0,0.0,0.0,15.28,15.24,0.0,0.0,15.29,15.47,0.0,15.26,0.0,0.0,15.55,15.1,0.0,10127.72,2022/04/06 05:39:52,2022/04/05 17:58:27,1059.72,1025.25,1034.43,1037.31,1033.87,1041.43,1053.03,1043.57,1041.8,1029.82,1494.4,10124.8,0.0,10400.23,0.0,2022-04-06 13:05:00,4,6,13,2,Wednesday,61,133,34.120625,128707.20335974579,81.27128650882885
28.7,48.6,2.9,8.458,947.1,391.6,388.9,389.8,229.7,224.6,224.6,155.659,155.163,155.262,98.07,69.4,1.0,49.94,105.101,0.803,262.26,107.115,661.2,661.2,582.2,582.2,650.8,650.8,648.4,648.4,654.1,654.1,648.4,648.4,650.1,650.1,644.8,644.8,648.2,648.2,656.8,656.8,16.7,0.0,0.0,17.5,16.35,0.0,0.0,16.8,15.94,0.0,0.0,16.23,16.23,0.0,16.41,0.0,0.0,16.87,16.96,0.0,10144.96,2022/04/06 05:39:52,2022/04/05 17:58:27,1061.52,1026.98,1036.15,1039.08,1035.61,1043.21,1054.79,1045.32,1043.59,1031.56,1511.64,10142.04,0.0,10417.81,0.0,2022-04-06 13:15:00,4,6,13,2,Wednesday,61,133,34.619375,128300.36771692145,83.48767965835899
29.1,48.9,3.4,9.026,953.4,390.1,387.7,388.5,228.7,224.6,223.6,151.329,150.806,151.193,98.1,70.4,1.0,49.96,101.887,0.441,279.05,103.871,693.2,693.2,678.4,678.4,679.1,679.1,689.1,689.1,679.9,679.9,688.5,688.5,681.1,681.1,678.1,678.1,681.5,681.5,681.7,681.7,15.11,0.0,0.0,15.07,15.04,0.0,0.0,15.2,15.17,0.0,0.0,15.21,15.41,0.0,15.3,0.0,0.0,15.48,15.16,0.0,10161.65,2022/04/06 05:39:52,2022/04/05 17:58:27,1063.25,1028.63,1037.82,1040.8,1037.29,1044.94,1056.51,1047.02,1045.33,1033.28,1528.33,10158.73,0.0,10434.87,0.0,2022-04-06 13:25:00,4,6,13,2,Wednesday,61,133,35.05875,128926.31867319731,80.56617226719428
28.9,47.9,4.0,11.045,947.3,399.0,396.0,395.7,232.7,228.8,227.8,147.114,146.812,146.781,98.18,60.7,0.999,49.82,101.383,1.411,302.64,103.305,660.5,660.5,658.6,658.6,655.1,655.1,665.3,665.3,652.3,652.3,662.4,662.4,651.7,651.7,652.1,652.1,659.9,659.9,657.2,657.2,15.85,0.0,0.0,15.49,15.37,0.0,0.0,15.76,15.5,0.0,0.0,15.59,15.9,0.0,15.58,0.0,0.0,15.69,15.46,0.0,11977.95,2022/04/09 05:23:19,2022/04/08 18:04:25,1252.19,1210.94,1220.93,1226.93,1220.28,1231.54,1243.41,1231.84,1231.99,1216.85,3344.64,11975.04,0.0,12286.9,0.0,2022-04-09 11:25:00,4,9,11,5,Saturday,131,203,34.820625,128349.7881271832,80.48708261024471
28.9,48.0,2.4,11.328,945.7,400.6,396.4,396.9,233.7,229.8,228.2,146.572,146.293,146.215,98.18,62.3,0.999,49.93,100.95,-1.035,311.03,102.864,666.5,666.5,652.6,652.6,655.1,655.1,665.3,665.3,652.2,652.2,665.1,665.1,657.7,657.7,655.6,655.6,662.8,662.8,663.2,663.2,15.52,0.0,0.0,15.61,15.48,0.0,0.0,15.72,15.38,0.0,0.0,15.5,15.7,0.0,15.75,0.0,0.0,15.64,15.28,0.0,11986.34,2022/04/09 05:23:19,2022/04/08 18:04:25,1253.06,1211.78,1221.77,1227.79,1221.11,1232.39,1244.26,1232.69,1232.85,1217.7,3353.03,11983.43,0.0,12295.46,0.0,2022-04-09 11:30:00,4,9,11,5,Saturday,131,203,34.810625,128139.03652142805,80.27530313356037
27.8,46.5,3.3,11.613,948.6,399.7,395.8,395.7,232.7,228.8,228.3,147.648,147.413,147.31,98.18,63.9,0.999,49.84,101.839,-1.619,319.47,103.765,668.2,668.2,656.9,656.9,661.1,661.1,666.0,666.0,653.7,653.7,666.2,666.2,659.4,659.4,658.1,658.1,664.7,664.7,661.0,661.0,15.65,0.0,0.0,15.66,15.48,0.0,0.0,15.62,15.49,0.0,0.0,15.45,15.83,0.0,15.51,0.0,0.0,15.5,15.28,0.0,11994.87,2022/04/09 05:23:19,2022/04/08 18:04:25,1253.96,1212.66,1222.64,1228.68,1221.99,1233.27,1245.15,1233.57,1233.73,1218.56,3361.46,11991.86,0.0,12304.21,0.0,2022-04-09 11:35:00,4,9,11,5,Saturday,131,203,33.728750000000005,129186.62767787848,80.32178087250156
28.3,45.8,2.4,12.178,946.1,399.9,396.4,397.4,233.6,229.7,228.3,147.933,147.549,147.473,98.18,66.1,0.999,50.04,101.953,0.461,336.44,103.917,673.3,673.3,653.4,653.4,655.2,655.2,671.2,671.2,657.7,657.7,660.0,660.0,652.5,652.5,656.5,656.5,664.6,664.6,667.8,667.8,15.59,0.0,0.0,15.53,15.64,0.0,0.0,15.78,15.6,0.0,0.0,15.68,16.05,0.0,15.79,0.0,0.0,15.75,15.37,0.0,12011.75,2022/04/09 05:23:19,2022/04/08 18:04:25,1255.7,1214.36,1224.36,1230.39,1223.66,1234.98,1246.86,1235.25,1235.43,1220.24,3378.44,12008.84,0.0,12321.42,0.0,2022-04-09 11:45:00,4,9,11,5,Saturday,131,203,34.213125,128553.83434797126,80.83539516893448
28.2,45.9,2.5,12.462,945.3,401.0,397.9,397.5,233.6,229.7,228.3,147.438,147.379,147.206,98.18,66.9,0.999,49.99,102.065,0.446,344.91,104.021,666.4,666.4,658.5,658.5,655.0,655.0,659.3,659.3,658.2,658.2,666.2,666.2,657.8,657.8,662.9,662.9,674.0,674.0,663.2,663.2,15.82,0.0,0.0,15.7,15.61,0.0,0.0,15.88,15.42,0.0,0.0,15.67,15.92,0.0,15.63,0.0,0.0,15.61,15.36,0.0,12020.32,2022/04/09 05:23:19,2022/04/08 18:04:25,1256.6,1215.22,1225.23,1231.3,1224.56,1235.88,1247.77,1236.16,1236.34,1221.14,3386.91,12017.31,0.0,12330.2,0.0,2022-04-09 11:50:00,4,9,11,5,Saturday,131,203,34.108125,128508.4475554337,80.94487325833522
27.5,44.2,3.2,13.028,946.2,399.6,396.3,395.9,233.5,229.7,228.3,149.425,148.947,148.959,98.18,68.3,0.999,50.11,102.886,0.724,361.99,104.857,678.5,678.5,664.6,664.6,659.3,659.3,665.3,665.3,664.3,664.3,670.3,670.3,657.7,657.7,660.0,660.0,673.4,673.4,675.2,675.2,15.61,0.0,0.0,15.59,15.63,0.0,0.0,15.88,15.7,0.0,0.0,15.69,16.02,0.0,15.98,0.0,0.0,15.7,15.41,0.0,12037.3,2022/04/09 05:23:19,2022/04/08 18:04:25,1258.36,1216.92,1226.93,1233.03,1226.27,1237.62,1249.51,1237.88,1238.08,1222.84,3403.98,12034.38,0.0,12347.55,0.0,2022-04-09 12:00:00,4,9,12,5,Saturday,132,204,33.41375,129049.90658973136,81.2530615255351
27.3,44.2,3.4,13.872,945.3,401.4,397.9,398.8,234.8,230.7,229.3,149.177,148.861,148.754,98.07,69.9,0.999,50.02,103.369,1.576,387.49,105.349,666.5,666.5,657.6,657.6,655.5,655.5,664.7,664.7,668.6,668.6,661.0,661.0,658.2,658.2,665.1,665.1,662.8,662.8,668.2,668.2,15.96,0.0,0.0,15.75,15.81,0.0,0.0,15.96,15.41,0.0,0.0,16.02,16.17,0.0,15.83,0.0,0.0,16.01,15.61,0.0,12062.8,2022/04/09 05:23:19,2022/04/08 18:04:25,1261.01,1219.5,1229.52,1235.67,1228.85,1240.25,1252.14,1240.49,1240.72,1225.44,3429.49,12059.89,0.0,12373.59,0.0,2022-04-09 12:15:00,4,9,12,5,Saturday,132,204,33.208125,128906.56252488361,81.7250867112866
28.5,45.7,2.2,14.155,945.9,402.3,398.7,398.8,234.8,230.7,229.3,148.79,148.48,148.393,98.07,70.3,0.999,50.0,103.15,1.461,396.0,105.127,672.4,672.4,658.6,658.6,654.8,654.8,670.0,670.0,663.6,663.6,672.1,672.1,657.6,657.6,662.4,662.4,664.9,664.9,660.3,660.3,15.87,0.0,0.0,15.76,15.94,0.0,0.0,15.62,15.65,0.0,0.0,15.72,16.27,0.0,15.69,0.0,0.0,15.8,15.75,0.0,12071.31,2022/04/09 05:23:19,2022/04/08 18:04:25,1261.9,1220.35,1230.38,1236.54,1229.71,1241.13,1253.02,1241.36,1241.59,1226.31,3438.09,12068.49,0.0,12382.29,0.0,2022-04-09 12:20:00,4,9,12,5,Saturday,132,204,34.411875,128262.87013129755,81.96214531328178
31.9,49.2,1.3,9.01,951.6,398.8,395.4,395.7,233.1,229.5,228.0,144.694,144.292,144.354,98.2,60.0,1.0,50.18,99.475,-0.958,263.92,101.329,646.7,646.7,646.6,646.6,646.8,646.8,653.2,653.2,651.0,651.0,654.3,654.3,646.4,646.4,652.7,652.7,652.1,652.1,640.6,640.6,15.89,0.0,0.0,15.58,15.78,0.0,0.0,15.74,15.36,0.0,0.0,15.42,15.7,0.0,15.58,0.0,0.0,15.33,15.06,0.0,16328.52,2022/04/17 05:19:45,2022/04/16 17:53:43,1705.94,1648.07,1660.18,1673.76,1658.7,1679.26,1691.16,1675.25,1679.68,1655.93,7695.11,16325.51,0.0,16727.93,0.0,2022-04-17 11:45:00,4,17,11,6,Sunday,155,395,37.8475,127120.90678616831,79.71072781163116
31.5,47.8,3.0,9.843,949.0,401.6,397.7,397.0,234.1,230.7,228.9,145.56,145.291,145.461,98.12,64.7,0.998,50.06,100.928,0.525,287.92,102.831,654.4,654.4,646.0,646.0,646.7,646.7,659.1,659.1,647.2,647.2,654.4,654.4,646.5,646.5,649.0,649.0,652.1,652.1,651.8,651.8,15.83,0.0,0.0,15.71,15.81,0.0,0.0,15.82,15.84,0.0,0.0,15.79,16.0,0.0,15.8,0.0,0.0,15.9,15.55,0.0,16352.52,2022/04/17 05:19:45,2022/04/16 17:53:43,1708.44,1650.5,1662.61,1676.23,1661.14,1681.71,1693.62,1677.69,1682.13,1658.33,7719.2,16349.6,0.0,16752.4,0.0,2022-04-17 12:00:00,4,17,12,6,Sunday,156,396,37.43125,126922.13249803991,81.01896649237914
31.4,49.4,3.7,11.798,949.8,401.0,398.0,397.4,233.9,230.1,228.6,146.759,146.539,146.679,98.17,69.7,0.998,50.21,101.627,1.033,342.97,103.553,653.9,653.9,657.4,657.4,646.6,646.6,657.1,657.1,642.2,642.2,658.4,658.4,646.5,646.5,652.6,652.6,654.8,654.8,640.5,640.5,16.0,0.0,0.0,15.58,16.02,0.0,0.0,15.76,15.86,0.0,0.0,15.89,16.31,0.0,15.82,0.0,0.0,15.84,15.86,0.0,16407.57,2022/04/17 05:19:45,2022/04/16 17:53:43,1714.14,1656.03,1668.16,1681.89,1666.67,1687.4,1699.29,1683.29,1687.8,1663.85,7774.25,16404.65,0.0,16808.52,0.0,2022-04-17 12:35:00,4,17,12,6,Sunday,156,396,37.33625,127151.41056189657,81.44070092686152
31.4,48.7,2.2,12.083,954.3,398.6,396.1,395.2,232.7,228.9,227.4,145.248,144.791,145.028,98.13,70.3,0.998,49.79,99.682,-0.959,351.29,101.581,694.7,694.7,683.6,683.6,684.7,684.7,691.4,691.4,681.8,681.8,690.2,690.2,683.9,683.9,681.0,681.0,681.2,681.2,681.3,681.3,14.75,0.0,0.0,14.73,14.69,0.0,0.0,14.86,14.84,0.0,0.0,14.86,15.05,0.0,14.96,0.0,0.0,15.16,14.77,0.0,16415.98,2022/04/17 05:19:45,2022/04/16 17:53:43,1715.01,1656.88,1669.0,1682.77,1667.53,1688.27,1700.15,1684.15,1688.66,1664.7,7782.57,16412.97,0.0,16817.12,0.0,2022-04-17 12:40:00,4,17,12,6,Sunday,156,396,37.364374999999995,127684.66721056149,79.55614579194963
28.5,41.3,3.4,17.542,948.5,394.9,391.6,392.5,230.3,226.0,225.3,150.415,149.847,150.152,97.79,66.9,0.999,50.05,102.37,0.853,506.19,104.694,737.8,737.8,737.5,737.5,737.9,737.9,737.5,737.5,737.9,737.9,737.3,737.3,737.3,737.3,737.5,737.5,737.9,737.9,737.2,737.2,14.42,0.0,0.0,13.57,13.57,0.0,0.0,14.24,13.72,0.0,0.0,14.37,14.13,0.0,13.98,0.0,0.0,14.37,14.0,0.0,17202.06,2022/04/18 05:12:49,2022/04/17 18:03:38,1796.45,1736.06,1748.64,1763.64,1747.04,1769.0,1781.24,1764.61,1769.53,1744.04,8568.65,17199.05,0.0,17620.37,0.0,2022-04-18 13:30:00,4,18,13,0,Monday,13,421,34.428125,128238.42364602904,81.64011769903091
27.3,44.9,2.2,5.244,945.1,396.3,392.5,393.7,231.4,227.2,226.3,148.195,147.828,147.757,98.1,52.1,1.0,49.98,101.325,2.348,148.27,103.255,682.4,682.4,671.3,671.3,671.5,671.5,672.1,672.1,667.8,667.8,683.1,683.1,671.1,671.1,671.3,671.3,677.2,677.2,676.8,676.8,15.16,0.0,0.0,15.23,15.15,0.0,0.0,15.38,15.29,0.0,0.0,15.08,15.45,0.0,15.37,0.0,0.0,15.25,14.93,0.0,18190.42,2022/04/21 05:10:05,2022/04/20 18:07:45,1898.7,1835.95,1850.02,1864.77,1848.08,1869.75,1884.06,1866.7,1870.6,1844.05,9557.11,18187.51,0.0,18632.68,0.0,2022-04-21 09:35:00,4,21,9,3,Thursday,81,489,33.206875000000004,128919.46703431949,80.09263641503624
31.3,47.1,2.3,9.448,951.8,398.0,395.1,395.4,232.7,228.9,227.6,132.974,132.439,132.772,97.99,56.3,1.0,50.11,91.513,-0.302,241.62,93.476,726.6,726.6,726.4,726.4,726.8,726.8,726.4,726.4,723.5,723.5,726.2,726.2,724.4,724.4,722.1,722.1,723.0,723.0,722.7,722.7,13.13,0.0,0.0,12.57,12.33,0.0,0.0,12.8,12.64,0.0,0.0,12.78,12.67,0.0,12.73,0.0,0.0,12.86,12.56,0.0,18911.09,2022/04/22 05:13:13,2022/04/21 18:06:40,1974.1,1907.83,1921.92,1939.33,1920.03,1943.96,1957.92,1939.63,1944.79,1916.71,10277.77,18908.17,0.0,19366.22,0.0,2022-04-22 10:55:00,4,22,10,4,Friday,106,514,37.24875,127238.54696365361,73.4651583428581
32.4,49.6,2.8,11.38,946.4,403.6,401.0,400.9,235.0,232.0,231.0,141.307,140.935,141.127,98.16,66.9,1.0,50.04,98.583,-0.342,297.67,100.41,655.3,655.3,649.6,649.6,643.6,643.6,649.7,649.7,648.9,648.9,655.1,655.1,650.6,650.6,643.7,643.7,644.1,644.1,655.5,655.5,15.29,0.0,0.0,15.26,15.36,0.0,0.0,15.37,15.36,0.0,0.0,15.2,15.7,0.0,15.5,0.0,0.0,15.54,14.97,0.0,18967.23,2022/04/22 05:13:13,2022/04/21 18:06:40,1979.89,1913.49,1927.62,1945.08,1925.72,1949.72,1963.7,1945.38,1950.54,1922.38,10333.82,18964.22,0.0,19423.52,0.0,2022-04-22 11:30:00,4,22,11,4,Friday,107,515,38.315,126092.5851008987,79.63196243431157
31.8,48.7,2.6,12.499,948.7,400.6,398.5,397.6,234.0,230.8,229.7,136.773,136.219,136.444,97.81,69.5,1.0,50.15,94.877,1.078,329.61,97.001,704.8,704.8,701.0,701.0,701.9,701.9,703.5,703.5,700.5,700.5,703.1,703.1,701.1,701.1,700.0,700.0,700.1,700.1,699.6,699.6,13.67,0.0,0.0,13.34,13.34,0.0,0.0,13.68,13.39,0.0,0.0,13.69,13.66,0.0,13.48,0.0,0.0,13.68,13.31,0.0,18999.08,2022/04/22 05:13:13,2022/04/21 18:06:40,1983.19,1916.71,1930.86,1948.36,1928.94,1952.99,1966.97,1948.61,1953.8,1925.55,10365.76,18996.16,0.0,19455.98,0.0,2022-04-22 11:50:00,4,22,11,4,Friday,107,515,37.729375000000005,126301.40204265813,76.80120602876447
31.2,47.1,3.7,12.784,947.1,401.5,398.7,398.5,234.1,231.0,229.7,143.864,143.603,143.636,98.08,69.7,1.0,49.97,99.572,1.335,337.42,101.428,652.7,652.7,649.8,649.8,649.4,649.4,660.1,660.1,655.9,655.9,653.1,653.1,655.4,655.4,656.1,656.1,655.6,655.6,649.7,649.7,15.57,0.0,0.0,15.48,15.35,0.0,0.0,15.47,15.33,0.0,0.0,15.41,15.61,0.0,15.43,0.0,0.0,15.45,15.45,0.0,19006.89,2022/04/22 05:13:13,2022/04/21 18:06:40,1984.0,1917.49,1931.65,1949.16,1929.73,1953.78,1967.77,1949.39,1954.59,1926.33,10373.67,19004.07,0.0,19463.89,0.0,2022-04-22 11:55:00,4,22,11,4,Friday,107,515,37.119375,126804.61050232693,79.98762789318195
31.6,47.6,2.6,11.945,951.7,403.9,400.6,400.6,235.5,231.9,230.8,141.754,141.353,141.43,98.21,71.6,0.999,50.08,98.592,0.387,340.19,100.42,658.6,658.6,652.8,652.8,656.3,656.3,652.5,652.5,649.9,649.9,658.1,658.1,647.2,647.2,653.0,653.0,646.9,646.9,652.6,652.6,15.31,0.0,0.0,15.29,15.34,0.0,0.0,15.51,15.28,0.0,0.0,15.36,15.68,0.0,15.52,0.0,0.0,15.38,15.25,0.0,22763.8,2022/04/28 05:05:57,2022/04/27 18:00:35,2374.17,2296.41,2314.06,2334.89,2309.76,2339.48,2355.58,2333.4,2338.97,2304.02,14130.39,22760.79,0.0,23300.74,0.0,2022-04-28 11:30:00,4,28,11,3,Thursday,83,659,37.548125,127329.0136753638,78.86654981560555
31.7,47.4,3.6,12.231,953.5,402.9,399.5,399.4,235.5,230.8,229.8,143.51,143.054,143.201,98.21,71.8,0.999,49.82,99.579,1.147,348.47,101.446,658.7,658.7,652.8,652.8,653.8,653.8,653.4,653.4,652.9,652.9,664.0,664.0,652.9,652.9,650.7,650.7,658.9,658.9,650.0,650.0,15.29,0.0,0.0,15.37,15.35,0.0,0.0,15.6,15.26,0.0,0.0,15.54,15.61,0.0,15.46,0.0,0.0,15.58,15.36,0.0,22772.08,2022/04/28 05:05:57,2022/04/27 18:00:35,2375.02,2297.26,2314.91,2335.74,2310.61,2340.33,2356.43,2334.24,2339.81,2304.85,14138.77,22769.17,0.0,23309.2,0.0,2022-04-28 11:35:00,4,28,11,3,Thursday,83,659,37.659375,127502.15101599468,79.56414789211985
32.1,48.3,1.4,12.805,952.7,401.7,398.4,398.6,234.5,230.8,229.7,143.506,143.196,143.115,98.21,72.4,0.999,50.04,99.205,-0.41,365.01,101.065,658.7,658.7,652.9,652.9,653.7,653.7,653.3,653.3,653.0,653.0,657.9,657.9,652.9,652.9,649.2,649.2,658.9,658.9,655.1,655.1,15.38,0.0,0.0,15.19,15.33,0.0,0.0,15.37,15.18,0.0,0.0,15.44,15.8,0.0,15.55,0.0,0.0,15.27,15.27,0.0,22788.71,2022/04/28 05:05:57,2022/04/27 18:00:35,2376.74,2298.94,2316.61,2337.44,2312.29,2342.04,2358.15,2335.94,2341.52,2306.52,14155.4,22785.8,0.0,23326.19,0.0,2022-04-28 11:45:00,4,28,11,3,Thursday,83,659,38.054375,127155.05078695813,79.4817031447137
32.4,47.4,3.8,14.5,945.5,404.6,401.8,402.1,236.2,232.7,231.8,138.885,138.338,138.54,98.21,72.8,0.999,49.99,96.755,-0.749,413.12,98.558,694.3,694.3,687.8,687.8,689.9,689.9,690.4,690.4,685.1,685.1,690.2,690.2,687.1,687.1,684.5,684.5,683.2,683.2,682.5,682.5,14.19,0.0,0.0,14.17,14.12,0.0,0.0,14.3,14.25,0.0,0.0,14.32,14.48,0.0,14.38,0.0,0.0,14.57,14.21,0.0,22836.73,2022/04/28 05:05:57,2022/04/27 18:00:35,2381.71,2303.81,2321.52,2342.37,2317.15,2346.98,2363.09,2340.82,2346.43,2311.31,14203.41,22833.81,0.0,23375.19,0.0,2022-04-28 12:15:00,4,28,12,3,Thursday,84,660,38.309374999999996,126040.23522647542,78.19566491835408
