Ambient temperature(℃),PV Temperature(℃),Wind speed(m/s),Daily irradiation(MJ/㎡),Irradiance(W/㎡),Grid voltage/Grid AB line voltage(V),BC line voltage(V),CA line voltage(V),Phase A voltage(V),Phase B voltage(V),Phase C voltage(V),Grid current/Grid phase A current(A),Phase B current(A),Phase C current(A),Inverter efficiency(%),Device internal temperature(℃),Power factor,Grid frequency(Hz),Active power(kW),Output reactive power(kvar),Daily energy(kWh),Total input power(kW),PV1 input voltage(V),PV2 input voltage(V),PV3 input voltage(V),PV4 input voltage(V),PV5 input voltage(V),PV6 input voltage(V),PV7 input voltage(V),PV8 input voltage(V),PV9 input voltage(V),PV10 input voltage(V),PV11 input voltage(V),PV12 input voltage(V),PV13 input voltage(V),PV14 input voltage(V),PV15 Input Voltage(V),PV16 Input Voltage(V),PV17 Input Voltage(V),PV18 Input Voltage(V),PV19 Input Voltage(V),PV20 Input Voltage(V),PV1 input current(A),PV2 input current(A),PV3 input current(A),PV4 input current(A),PV5 input current(A),PV6 input current(A),PV7 input current(A),PV8 input current(A),PV9 input current(A),PV10 input current(A),PV11 input current(A),PV12 input current(A),PV13 input current(A),PV14 input current(A),PV15 Input Current(A),PV16 Input Current(A),PV17 Input Current(A),PV18 Input Current(A),PV19 Input Current(A),PV20 Input Current(A),Cumulative energy(kWh),Inverter startup time,Inverter shutdown time,MPPT 1 DC cumulative energy(kWh),MPPT 2 DC cumulative energy(kWh),MPPT 3 DC cumulative energy(kWh),MPPT 4 DC cumulative energy(kWh),MPPT 5 DC cumulative energy(kWh),MPPT 6 DC cumulative energy(kWh),MPPT 7 DC cumulative energy(kWh),MPPT 8 DC cumulative energy(kWh),MPPT 9 DC cumulative energy(kWh),MPPT 10 DC cumulative energy(kWh),Monthly energy(kWh),Annual energy(kWh),Voltage between PV– and the ground(V),Total DC input energy(kWh),Accumulated amount of absorbed electricity(kWh),time,month,day,hour,dayofweek,dayname,hourofweek,hourofmonth,Tcell,Pm,Hieu suat
32.9,51.4,2.8,11.029,951.1,406.1,403.6,404.4,237.2,232.9,231.7,139.038,138.745,138.735,98.14,71.7,0.999,49.88,97.546,-0.266,311.08,99.365,650.4,650.4,638.8,638.8,638.3,638.3,644.6,644.6,627.0,627.0,644.5,644.5,619.6,619.6,636.1,636.1,648.5,648.5,631.1,631.1,15.36,0.0,0.0,15.51,15.31,0.0,0.0,15.73,15.64,0.0,0.0,15.36,15.91,0.0,15.75,0.0,0.0,15.61,15.34,0.0,65589.45,2022/07/12 05:07:56,2022/07/11 18:13:35,6817.95,6621.32,6665.42,6729.2,6658.77,6732.36,6729.48,6712.67,6739.29,6623.38,5651.2,65586.53,0.0,67029.84,0.0,2022-07-12 10:55:00,7,12,10,1,Tuesday,34,274,38.844375,126371.92325667573,78.62901619229012
33.1,52.9,3.9,11.593,945.8,407.2,404.0,404.6,238.3,234.0,232.9,138.126,137.876,138.055,98.14,72.1,0.999,50.14,97.163,-0.21,327.18,98.975,650.4,650.4,638.8,638.8,632.6,632.6,644.5,644.5,626.9,626.9,638.6,638.6,625.3,625.3,630.6,630.6,647.2,647.2,635.7,635.7,15.57,0.0,0.0,15.48,15.49,0.0,0.0,15.57,15.6,0.0,0.0,15.59,15.68,0.0,15.66,0.0,0.0,15.57,15.22,0.0,65605.55,2022/07/12 05:07:56,2022/07/11 18:13:35,6819.63,6622.95,6667.06,6730.86,6660.39,6734.02,6731.12,6714.32,6740.95,6625.0,5667.21,65602.54,0.0,67046.3,0.0,2022-07-12 11:05:00,7,12,11,1,Tuesday,35,275,39.011250000000004,125567.07800772219,78.82241234753681
33.4,52.5,1.5,13.346,950.8,400.4,396.8,397.5,233.9,229.5,228.8,140.111,139.864,139.555,98.17,73.3,0.997,50.16,96.759,1.296,374.37,98.522,634.0,634.0,618.8,618.8,634.8,634.8,648.5,648.5,620.8,620.8,648.3,648.3,614.8,614.8,603.8,603.8,646.9,646.9,621.8,621.8,15.8,0.0,0.0,15.68,15.09,0.0,0.0,15.15,15.74,0.0,0.0,15.26,16.03,0.0,16.21,0.0,0.0,15.51,15.64,0.0,65652.74,2022/07/12 05:07:56,2022/07/11 18:13:35,6824.56,6627.72,6671.83,6735.73,6665.16,6738.88,6735.9,6719.13,6745.86,6629.72,5714.58,65649.91,0.0,67094.49,0.0,2022-07-12 11:35:00,7,12,11,1,Tuesday,35,275,39.3425,126068.59264927037,78.14951997924933
33.9,51.8,2.6,16.558,951.9,393.3,390.4,390.8,230.5,226.0,224.9,142.357,141.64,142.06,98.14,73.9,1.0,50.2,96.68,0.686,460.17,98.512,678.5,678.5,669.6,669.6,670.9,670.9,676.6,676.6,667.9,667.9,675.5,675.5,660.9,660.9,667.1,667.1,668.3,668.3,657.6,657.6,14.6,0.0,0.0,14.56,14.51,0.0,0.0,14.66,14.66,0.0,0.0,14.68,14.87,0.0,14.76,0.0,0.0,14.94,14.6,0.0,65738.54,2022/07/12 05:07:56,2022/07/11 18:13:35,6833.56,6636.37,6680.46,6744.62,6673.78,6747.79,6744.45,6727.84,6754.8,6638.18,5800.29,65735.62,0.0,67181.85,0.0,2022-07-12 12:30:00,7,12,12,1,Tuesday,36,276,39.849374999999995,125868.21804957697,78.26598447687414
33.8,51.1,2.0,16.843,948.1,391.5,387.8,390.1,229.9,225.0,223.8,142.69,142.245,142.302,98.13,74.1,1.0,49.93,96.596,0.575,467.8,98.426,679.1,679.1,670.4,670.4,671.8,671.8,676.7,676.7,668.9,668.9,676.4,676.4,661.1,661.1,667.9,667.9,668.9,668.9,657.6,657.6,14.56,0.0,0.0,14.53,14.48,0.0,0.0,14.63,14.64,0.0,0.0,14.65,14.84,0.0,14.74,0.0,0.0,14.92,14.58,0.0,65746.17,2022/07/12 05:07:56,2022/07/11 18:13:35,6834.35,6637.14,6681.25,6745.41,6674.56,6748.57,6745.22,6728.62,6755.58,6638.93,5807.92,65743.25,0.0,67189.63,0.0,2022-07-12 12:35:00,7,12,12,1,Tuesday,36,276,39.725624999999994,125427.78048017038,78.47224882972456
32.2,49.8,3.2,8.859,945.2,392.5,388.9,390.7,229.3,225.4,224.8,143.939,143.644,143.486,98.17,69.4,1.0,49.95,97.367,0.153,252.81,99.213,657.6,657.6,637.8,637.8,640.8,640.8,655.5,655.5,640.4,640.4,659.4,659.4,634.6,634.6,649.8,649.8,650.1,650.1,656.6,656.6,15.44,0.0,0.0,15.44,15.39,0.0,0.0,15.56,15.26,0.0,0.0,15.27,15.54,0.0,15.23,0.0,0.0,15.44,14.97,0.0,66310.06,2022/07/13 05:05:17,2022/07/12 18:17:18,6892.8,6694.26,6738.93,6803.35,6731.85,6806.3,6802.68,6786.45,6813.44,6695.75,6371.81,66307.14,0.0,67765.81,0.0,2022-07-13 10:25:00,7,13,10,2,Wednesday,58,298,38.1075,126070.6308735753,78.69636196196372
31.3,50.1,3.0,13.493,948.4,399.3,395.7,396.7,233.5,229.0,228.6,143.249,142.808,142.953,98.15,70.5,1.0,50.1,98.513,0.539,381.32,100.37,648.2,648.2,640.7,640.7,635.3,635.3,652.1,652.1,634.9,634.9,655.8,655.8,636.5,636.5,639.4,639.4,645.4,645.4,645.0,645.0,15.61,0.0,0.0,15.47,15.37,0.0,0.0,15.71,15.64,0.0,0.0,15.59,15.84,0.0,15.8,0.0,0.0,15.94,15.55,0.0,67191.55,2022/07/14 05:06:43,2022/07/13 18:16:40,6984.7,6783.2,6828.38,6894.38,6820.86,6896.93,6891.54,6876.54,6905.0,6785.5,7253.39,67188.72,0.0,68667.03,0.0,2022-07-14 12:05:00,7,14,12,3,Thursday,84,324,37.2275,127003.8954577492,79.02907201251195
32.0,49.6,2.1,14.348,950.0,399.8,396.5,396.3,233.5,229.1,228.6,143.429,142.945,143.171,98.15,71.5,0.996,49.96,98.894,0.608,404.33,100.758,661.2,661.2,646.1,646.1,646.1,646.1,657.7,657.7,645.6,645.6,656.9,656.9,640.7,640.7,648.7,648.7,654.4,654.4,654.7,654.7,15.4,0.0,0.0,15.35,15.35,0.0,0.0,15.47,15.44,0.0,0.0,15.48,15.58,0.0,15.48,0.0,0.0,15.68,15.35,0.0,67214.56,2022/07/14 05:06:43,2022/07/13 18:16:40,6987.09,6785.47,6830.64,6896.74,6823.13,6899.3,6893.77,6878.85,6907.39,6787.81,7276.31,67211.64,0.0,68690.49,0.0,2022-07-14 12:20:00,7,14,12,3,Thursday,84,324,37.9375,126788.02827492009,79.46964817649975
32.2,48.7,2.6,10.637,949.6,392.6,389.3,389.5,229.2,224.6,224.7,144.126,143.667,143.616,98.12,74.0,1.0,50.04,97.483,-0.559,302.68,99.28,637.5,637.5,636.1,636.1,635.7,635.7,636.1,636.1,634.7,634.7,637.5,637.5,635.7,635.7,638.4,638.4,638.5,638.5,636.0,636.0,15.6,0.0,0.0,15.34,15.38,0.0,0.0,15.7,15.45,0.0,0.0,15.66,15.6,0.0,15.58,0.0,0.0,15.77,15.45,0.0,67849.26,2022/07/15 05:06:50,2022/07/14 18:19:03,7052.98,6849.38,6895.22,6961.96,6887.42,6964.69,6958.3,6943.77,6973.17,6852.14,7911.01,67846.34,0.0,69339.03,0.0,2022-07-15 10:55:00,7,15,10,4,Friday,106,346,38.135000000000005,126576.34509265544,78.43487653820769
32.7,49.2,2.8,14.369,954.5,401.9,398.8,398.7,235.3,230.7,230.0,141.343,140.85,140.99,98.16,76.0,1.0,50.13,97.896,0.182,408.79,99.751,683.5,683.5,669.7,669.7,669.6,669.6,679.2,679.2,667.2,667.2,678.0,678.0,661.3,661.3,669.5,669.5,674.8,674.8,675.5,675.5,14.54,0.0,0.0,14.66,14.65,0.0,0.0,14.61,14.77,0.0,0.0,14.64,14.93,0.0,14.88,0.0,0.0,15.03,14.7,0.0,67955.46,2022/07/15 05:06:50,2022/07/14 18:19:03,7063.99,6860.08,6905.95,6972.89,6898.15,6975.63,6969.07,6954.59,6984.23,6862.94,8017.21,67952.54,0.0,69447.52,0.0,2022-07-15 12:00:00,7,15,12,4,Friday,108,348,38.665625000000006,126958.33773681655,78.56986928009636
32.1,48.9,4.4,15.813,954.6,397.6,393.3,394.5,232.3,227.5,226.6,142.764,142.237,142.41,98.17,76.6,1.0,50.12,97.657,-0.592,450.08,99.478,680.2,680.2,679.9,679.9,680.3,680.3,679.8,679.8,680.2,680.2,679.6,679.6,679.7,679.7,679.8,679.8,680.4,680.4,679.5,679.5,14.91,0.0,0.0,14.25,14.19,0.0,0.0,14.73,14.3,0.0,0.0,14.92,14.14,0.0,14.28,0.0,0.0,14.71,14.36,0.0,67996.66,2022/07/15 05:06:50,2022/07/14 18:19:03,7068.28,6864.23,6910.1,6977.12,6902.3,6979.88,6973.23,6958.79,6988.52,6867.12,8058.41,67993.74,0.0,69489.57,0.0,2022-07-15 12:25:00,7,15,12,4,Friday,108,348,38.066250000000004,127349.51745992323,78.11415542371853
32.5,48.4,2.6,16.356,950.8,397.1,393.4,393.5,231.3,227.5,226.6,141.628,140.977,141.229,98.16,76.4,1.0,50.12,96.874,-0.104,465.82,98.71,691.7,691.7,691.3,691.3,691.7,691.7,691.3,691.3,691.8,691.8,691.2,691.2,690.3,690.3,691.3,691.3,691.8,691.8,691.1,691.1,14.45,0.0,0.0,13.83,13.8,0.0,0.0,14.44,13.94,0.0,0.0,14.53,13.8,0.0,14.02,0.0,0.0,14.64,14.08,0.0,68012.4,2022/07/15 05:06:50,2022/07/14 18:19:03,7069.9,6865.81,6911.69,6978.75,6903.9,6981.5,6974.83,6960.39,6990.16,6868.72,8074.15,68009.48,0.0,69505.65,0.0,2022-07-15 12:35:00,7,15,12,4,Friday,108,348,38.442499999999995,126601.49990500798,77.96906045668052
32.3,49.5,3.3,10.027,954.3,392.8,388.9,389.8,229.7,225.4,223.7,142.08,141.584,141.946,98.13,73.3,1.0,49.97,96.17,-0.345,284.58,98.013,684.5,684.5,670.1,670.1,670.3,670.3,682.5,682.5,669.7,669.7,683.2,683.2,665.5,665.5,674.8,674.8,682.3,682.3,682.0,682.0,14.25,0.0,0.0,14.21,14.21,0.0,0.0,14.3,14.32,0.0,0.0,14.32,14.53,0.0,14.44,0.0,0.0,14.6,14.26,0.0,68601.87,2022/07/16 05:09:21,2022/07/15 18:20:44,7130.81,6925.14,6971.63,7039.18,6963.7,7042.21,7034.88,7020.88,7051.1,6928.57,8663.62,68598.95,0.0,70108.1,0.0,2022-07-16 10:55:00,7,16,10,5,Saturday,130,370,38.264374999999994,127137.07653425088,77.09238144515237
32.1,47.5,2.8,11.984,949.6,398.3,394.2,394.7,232.5,228.7,227.2,141.887,141.284,141.535,98.13,75.1,1.0,50.12,97.154,0.432,339.58,98.995,690.3,690.3,677.6,677.6,677.8,677.8,688.3,688.3,677.9,677.9,689.4,689.4,676.2,676.2,686.0,686.0,690.1,690.1,690.0,690.0,14.44,0.0,0.0,14.14,14.14,0.0,0.0,14.23,14.26,0.0,0.0,14.54,14.46,0.0,14.34,0.0,0.0,14.76,14.2,0.0,68656.87,2022/07/16 05:09:21,2022/07/15 18:20:44,7136.51,6930.67,6977.19,7044.85,6969.25,7047.89,7040.48,7026.53,7056.84,6934.18,8718.62,68653.95,0.0,70164.39,0.0,2022-07-16 11:30:00,7,16,11,5,Saturday,131,371,38.035000000000004,126649.78900019493,78.16436235819361
31.8,47.0,5.0,12.817,949.2,393.5,388.9,389.2,229.5,225.4,223.9,144.953,144.407,144.734,98.17,75.3,1.0,50.11,98.005,0.052,363.48,99.832,689.9,689.9,689.5,689.5,689.9,689.9,689.4,689.4,689.8,689.8,689.3,689.3,689.2,689.2,689.4,689.4,689.9,689.9,689.2,689.2,14.69,0.0,0.0,14.03,13.97,0.0,0.0,14.5,14.12,0.0,0.0,14.57,14.08,0.0,14.46,0.0,0.0,14.93,14.53,0.0,68680.77,2022/07/16 05:09:21,2022/07/15 18:20:44,7138.99,6933.07,6979.59,7047.31,6971.67,7050.38,7042.9,7028.97,7059.34,6936.63,8742.52,68677.85,0.0,70188.85,0.0,2022-07-16 11:45:00,7,16,11,5,Saturday,131,371,37.7325,126831.18619376938,78.71250202413094
33.0,48.1,1.7,15.015,946.2,391.6,387.8,388.8,228.3,224.5,223.0,144.416,143.908,144.16,98.13,75.9,1.0,50.02,97.309,0.401,426.81,99.184,694.2,694.2,693.7,693.7,694.2,694.2,693.7,693.7,694.1,694.1,693.6,693.6,693.6,693.6,693.7,693.7,694.2,694.2,693.6,693.6,14.58,0.0,0.0,13.9,13.84,0.0,0.0,14.56,14.05,0.0,0.0,14.66,13.96,0.0,14.37,0.0,0.0,14.83,14.45,0.0,68744.1,2022/07/16 05:09:21,2022/07/15 18:20:44,7145.57,6939.43,6985.97,7053.83,6978.06,7056.93,7049.32,7035.47,7065.98,6943.11,8805.85,68741.18,0.0,70253.67,0.0,2022-07-16 12:25:00,7,16,12,5,Saturday,132,372,38.91375,125666.20183825522,78.92655188835863
32.0,46.9,5.9,15.566,950.7,391.5,387.8,388.7,228.3,224.5,224.0,143.917,143.344,143.589,98.15,75.9,1.0,49.9,96.918,0.378,442.66,98.826,703.3,703.3,690.0,690.0,689.8,689.8,702.3,702.3,692.0,692.0,704.0,704.0,686.2,686.2,694.9,694.9,700.6,700.6,700.1,700.1,14.22,0.0,0.0,14.16,14.18,0.0,0.0,14.25,14.29,0.0,0.0,14.29,14.51,0.0,14.41,0.0,0.0,14.56,14.24,0.0,68759.95,2022/07/16 05:09:21,2022/07/15 18:20:44,7147.21,6941.02,6987.56,7055.45,6979.66,7058.58,7050.92,7037.09,7067.64,6944.73,8821.7,68757.03,0.0,70269.86,0.0,2022-07-16 12:35:00,7,16,12,5,Saturday,132,372,37.941874999999996,126878.79863474153,77.89008176574885
33.7,52.2,2.9,12.922,950.4,398.4,394.9,394.6,232.8,228.5,228.1,140.843,140.315,140.549,98.08,75.0,1.0,50.04,96.445,-2.049,359.38,98.333,638.7,638.7,642.9,642.9,631.8,631.8,627.4,627.4,644.1,644.1,631.1,631.1,621.9,621.9,627.5,627.5,636.9,636.9,643.6,643.6,15.66,0.0,0.0,15.17,15.45,0.0,0.0,15.85,15.14,0.0,0.0,15.62,15.82,0.0,15.64,0.0,0.0,15.75,15.35,0.0,69400.11,2022/07/17 05:06:09,2022/07/16 18:20:20,7213.53,7005.62,7052.84,7121.24,7044.69,7124.33,7116.25,7102.85,7133.81,7009.77,9461.85,69397.18,0.0,70924.93,0.0,2022-07-17 11:40:00,7,17,11,6,Sunday,155,395,39.64,125719.8500874983,78.21596981826049
33.6,53.0,3.0,13.485,951.6,398.7,395.8,394.7,231.9,228.6,226.9,137.653,137.211,137.348,98.15,75.4,1.0,49.98,94.494,0.402,375.07,96.265,681.2,681.2,667.5,667.5,666.4,666.4,675.6,675.6,663.7,663.7,672.9,672.9,655.9,655.9,664.1,664.1,670.7,670.7,671.8,671.8,14.3,0.0,0.0,14.25,14.26,0.0,0.0,14.36,14.39,0.0,0.0,14.36,14.58,0.0,14.49,0.0,0.0,14.67,14.31,0.0,69415.89,2022/07/17 05:06:09,2022/07/16 18:20:20,7215.18,7007.21,7054.44,7122.86,7046.29,7125.96,7117.85,7104.46,7135.45,7011.38,9477.63,69412.96,0.0,70941.08,0.0,2022-07-17 11:50:00,7,17,11,6,Sunday,155,395,39.5475,126024.55956739112,76.38590472400952
33.8,53.5,3.1,14.053,947.3,397.9,394.5,393.9,232.0,228.5,226.6,140.313,140.022,140.117,98.15,75.8,1.0,49.94,96.068,0.755,390.99,97.849,628.6,628.6,629.0,629.0,636.9,636.9,631.8,631.8,632.8,632.8,623.7,623.7,615.1,615.1,628.3,628.3,629.5,629.5,630.5,630.5,15.88,0.0,0.0,15.52,15.27,0.0,0.0,15.81,15.58,0.0,0.0,15.71,15.71,0.0,15.64,0.0,0.0,15.94,15.63,0.0,69431.81,2022/07/17 05:06:09,2022/07/16 18:20:20,7216.83,7008.83,7056.05,7124.5,7047.9,7127.59,7119.46,7106.08,7137.11,7013.0,9493.47,69428.8,0.0,70957.35,0.0,2022-07-17 12:00:00,7,17,12,6,Sunday,156,396,39.720625,125350.50791181976,78.06031393892219
34.2,53.4,1.9,14.338,951.5,398.9,394.5,394.1,232.0,228.5,227.6,139.066,138.516,138.751,98.11,75.8,1.0,50.13,95.476,1.109,399.0,97.306,675.6,675.6,661.4,661.4,660.8,660.8,670.5,670.5,659.8,659.8,667.5,667.5,651.2,651.2,658.9,658.9,664.9,664.9,665.8,665.8,14.45,0.0,0.0,14.4,14.39,0.0,0.0,14.5,14.53,0.0,0.0,14.5,14.73,0.0,14.62,0.0,0.0,14.83,14.46,0.0,69439.73,2022/07/17 05:06:09,2022/07/16 18:20:20,7217.66,7009.63,7056.85,7125.31,7048.71,7128.4,7120.26,7106.88,7137.93,7013.8,9501.48,69436.81,0.0,70965.43,0.0,2022-07-17 12:05:00,7,17,12,6,Sunday,156,396,40.146875,125596.42547467073,77.47513484738774
34.2,53.6,2.5,14.624,947.5,397.2,393.5,393.3,231.0,227.3,226.6,138.14,137.718,137.86,98.17,76.0,1.0,49.91,94.38,0.317,406.95,96.139,680.3,680.3,665.6,665.6,665.4,665.4,675.5,675.5,663.6,663.6,672.7,672.7,656.0,656.0,663.9,663.9,669.7,669.7,670.5,670.5,14.33,0.0,0.0,14.27,14.26,0.0,0.0,14.37,14.41,0.0,0.0,14.38,14.6,0.0,14.49,0.0,0.0,14.69,14.32,0.0,69447.68,2022/07/17 05:06:09,2022/07/16 18:20:20,7218.48,7010.43,7057.66,7126.13,7049.51,7129.22,7121.07,7107.71,7138.76,7014.62,9509.42,69444.75,0.0,70973.59,0.0,2022-07-17 12:10:00,7,17,12,6,Sunday,156,396,40.121875,125160.02737201558,76.81286271554112
34.4,53.5,1.7,10.837,946.5,401.3,397.0,398.4,234.6,229.7,229.0,137.958,137.715,137.682,98.17,72.7,1.0,49.99,95.46,-1.213,304.63,97.24,644.1,644.1,626.7,626.7,638.5,638.5,650.9,650.9,639.4,639.4,632.2,632.2,617.8,617.8,638.8,638.8,650.9,650.9,650.5,650.5,15.37,0.0,0.0,15.22,15.08,0.0,0.0,15.08,15.03,0.0,0.0,15.41,15.63,0.0,15.16,0.0,0.0,15.1,15.06,0.0,70079.98,2022/07/18 05:05:35,2022/07/17 17:57:35,7283.89,7074.35,7122.09,7191.04,7113.71,7193.92,7185.42,7172.43,7203.83,7078.76,10141.73,70077.06,0.0,71619.44,0.0,2022-07-18 11:00:00,7,18,11,0,Monday,11,419,40.315625,124910.96412222939,77.84744972815
34.4,53.9,2.1,11.122,949.8,401.3,398.1,398.3,234.6,230.7,229.0,138.686,138.33,138.356,98.17,73.1,1.0,49.99,95.756,-1.199,312.67,97.541,644.4,644.4,637.2,637.2,626.8,626.8,638.8,638.8,633.5,633.5,633.9,633.9,619.2,619.2,631.5,631.5,634.6,634.6,640.6,640.6,15.47,0.0,0.0,15.12,15.4,0.0,0.0,15.39,15.24,0.0,0.0,15.32,15.72,0.0,15.38,0.0,0.0,15.35,15.2,0.0,70088.02,2022/07/18 05:05:35,2022/07/17 17:57:35,7284.72,7075.16,7122.91,7191.88,7114.53,7194.74,7186.24,7173.25,7204.66,7079.59,10149.68,70085.01,0.0,71627.68,0.0,2022-07-18 11:05:00,7,18,11,0,Monday,11,419,40.33625,125333.97499130107,77.82486752436435
34.1,52.3,2.5,11.407,951.3,401.3,397.0,398.3,234.6,230.7,229.0,138.757,138.64,138.498,98.17,73.5,1.0,50.03,96.066,-0.244,320.64,97.857,644.1,644.1,638.8,638.8,621.4,621.4,638.9,638.9,639.3,639.3,638.3,638.3,617.8,617.8,620.8,620.8,650.9,650.9,644.4,644.4,15.5,0.0,0.0,15.13,15.43,0.0,0.0,15.61,15.15,0.0,0.0,15.24,15.77,0.0,15.58,0.0,0.0,15.35,15.17,0.0,70095.99,2022/07/18 05:05:35,2022/07/17 17:57:35,7285.55,7075.96,7123.71,7192.7,7115.33,7195.56,7187.05,7174.06,7205.49,7080.4,10157.74,70093.07,0.0,71635.81,0.0,2022-07-18 11:10:00,7,18,11,0,Monday,11,419,40.045625,125708.25453766393,77.84453006678308
34.3,52.7,1.9,12.55,954.0,404.3,400.6,400.6,235.7,231.2,230.3,139.28,139.004,139.077,98.17,74.1,1.0,49.87,97.051,-0.746,351.52,98.86,644.5,644.5,634.4,634.4,631.7,631.7,642.9,642.9,634.3,634.3,645.6,645.6,623.7,623.7,632.7,632.7,644.5,644.5,638.5,638.5,15.66,0.0,0.0,15.23,15.53,0.0,0.0,15.58,15.3,0.0,0.0,15.51,15.74,0.0,15.66,0.0,0.0,15.37,15.27,0.0,70126.87,2022/07/18 05:05:35,2022/07/17 17:57:35,7288.76,7079.08,7126.85,7195.89,7118.45,7198.73,7190.18,7177.2,7208.69,7083.54,10188.53,70123.86,0.0,71667.37,0.0,2022-07-18 11:30:00,7,18,11,0,Monday,11,419,40.262499999999996,125933.07596275066,78.50201326714316
34.5,53.0,3.0,12.837,954.7,403.4,399.8,400.6,235.7,231.2,230.3,139.107,139.051,138.857,98.19,74.5,1.0,50.14,96.884,0.197,359.53,98.69,643.4,643.4,638.7,638.7,630.8,630.8,644.7,644.7,632.1,632.1,635.3,635.3,624.2,624.2,638.3,638.3,637.9,637.9,632.4,632.4,15.54,0.0,0.0,15.09,15.34,0.0,0.0,15.49,15.44,0.0,0.0,15.7,15.73,0.0,15.43,0.0,0.0,15.65,15.43,0.0,70134.88,2022/07/18 05:05:35,2022/07/17 17:57:35,7289.6,7079.88,7127.65,7196.71,7119.26,7199.55,7190.98,7178.02,7209.51,7084.37,10196.63,70131.96,0.0,71675.53,0.0,2022-07-18 11:35:00,7,18,11,0,Monday,11,419,40.466875,125926.67773433462,78.37100269428582
34.7,52.7,1.5,13.124,953.4,405.8,402.1,402.8,236.7,233.2,232.3,138.492,138.166,138.346,98.19,74.7,1.0,50.17,96.916,-0.212,367.61,98.723,650.4,650.4,638.7,638.7,624.8,624.8,650.7,650.7,627.5,627.5,641.4,641.4,611.4,611.4,635.3,635.3,630.8,630.8,632.4,632.4,15.31,0.0,0.0,15.14,15.53,0.0,0.0,15.23,15.74,0.0,0.0,15.27,16.01,0.0,15.48,0.0,0.0,15.77,15.59,0.0,70143.05,2022/07/18 05:05:35,2022/07/17 17:57:35,7290.45,7080.71,7128.48,7197.55,7120.08,7200.39,7191.81,7178.85,7210.35,7085.19,10204.71,70140.04,0.0,71683.86,0.0,2022-07-18 11:40:00,7,18,11,0,Monday,11,419,40.658750000000005,125638.50085153402,78.577028005659
35.1,53.1,1.9,13.698,950.9,405.6,402.3,402.7,236.9,232.7,231.8,138.429,138.185,138.13,98.2,75.1,1.0,50.09,96.953,-0.533,383.73,98.751,642.2,642.2,637.0,637.0,633.3,633.3,644.7,644.7,622.6,622.6,637.4,637.4,621.8,621.8,621.0,621.0,641.3,641.3,640.5,640.5,15.6,0.0,0.0,15.49,15.55,0.0,0.0,15.51,15.6,0.0,0.0,15.36,15.75,0.0,15.7,0.0,0.0,15.63,15.32,0.0,70159.08,2022/07/18 05:05:35,2022/07/17 17:57:35,7292.12,7082.34,7130.1,7199.19,7121.7,7202.03,7193.43,7180.48,7212.02,7086.83,10220.83,70156.16,0.0,71700.24,0.0,2022-07-18 11:50:00,7,18,11,0,Monday,11,419,41.043125,125088.61433458194,78.94483484793015
35.5,54.1,2.7,14.561,953.1,404.6,400.4,401.5,236.9,231.7,230.8,139.348,139.056,139.106,98.15,75.7,1.0,50.0,97.156,-0.152,407.96,98.926,622.2,622.2,638.9,638.9,626.3,626.3,619.0,619.0,624.7,624.7,639.7,639.7,629.0,629.0,630.9,630.9,623.4,623.4,622.7,622.7,16.13,0.0,0.0,15.34,15.64,0.0,0.0,16.13,15.72,0.0,0.0,15.55,15.65,0.0,15.8,0.0,0.0,16.13,15.96,0.0,70183.31,2022/07/18 05:05:35,2022/07/17 17:57:35,7294.63,7084.78,7132.55,7201.69,7124.15,7204.51,7195.88,7182.93,7214.53,7089.29,10245.06,70180.39,0.0,71724.94,0.0,2022-07-18 12:05:00,7,18,12,0,Monday,12,420,41.456875,125062.7066714066,79.10111865715577
34.7,53.1,3.2,14.847,949.9,403.4,400.6,400.0,235.9,231.7,230.8,137.425,137.183,137.485,98.2,75.9,1.0,49.84,95.869,-0.24,415.91,97.647,672.9,672.9,658.5,658.5,657.2,657.2,666.1,666.1,655.1,655.1,662.4,662.4,646.7,646.7,654.2,654.2,660.3,660.3,664.3,664.3,14.56,0.0,0.0,14.5,14.5,0.0,0.0,14.62,14.62,0.0,0.0,14.62,14.84,0.0,14.73,0.0,0.0,14.89,14.56,0.0,70191.26,2022/07/18 05:05:35,2022/07/17 17:57:35,7295.46,7085.59,7133.36,7202.51,7124.96,7205.33,7196.68,7183.74,7215.36,7090.1,10253.01,70188.34,0.0,71733.09,0.0,2022-07-18 12:10:00,7,18,12,0,Monday,12,420,40.636875,125203.27892932021,77.99076895991176
34.6,52.0,2.0,15.131,947.1,404.4,400.9,401.1,235.9,231.7,230.8,137.487,137.015,137.26,98.2,76.1,1.0,50.04,95.796,-0.157,423.87,97.562,676.4,676.4,662.0,662.0,660.9,660.9,670.5,670.5,658.8,658.8,667.1,667.1,651.0,651.0,658.7,658.7,667.0,667.0,670.4,670.4,14.39,0.0,0.0,14.52,14.33,0.0,0.0,14.44,14.45,0.0,0.0,14.64,14.66,0.0,14.56,0.0,0.0,14.91,14.39,0.0,70199.22,2022/07/18 05:05:35,2022/07/17 17:57:35,7296.28,7086.4,7134.16,7203.32,7125.76,7206.14,7197.49,7184.55,7216.18,7090.91,10260.97,70196.3,0.0,71741.19,0.0,2022-07-18 12:15:00,7,18,12,0,Monday,12,420,40.519375000000004,124905.22212288735,78.10882390811021
