Start Time,Ambient temperature(℃),PV Temperature(℃),Wind speed(m/s),Wind direction(°),Daily irradiation(MJ/㎡),Irradiance(W/㎡),Device connection status
3/23/2022 12:30,-3.7,-3,3,N/A,1.956,79,Online
3/23/2022 12:35,-3.6,-2.8,4.2,N/A,1.983,97.5,Online
3/23/2022 12:40,-4,-3.1,6.2,N/A,2.015,116.8,Online
3/23/2022 12:45,-4,-3,3.6,N/A,2.051,125.5,Online
3/23/2022 12:50,-3.9,-2.8,3.3,N/A,2.088,157.4,Online
3/23/2022 12:55,-4,-2.5,4.9,N/A,2.145,166.8,Online
3/23/2022 13:00,-4.1,-3.2,3.8,N/A,2.189,124.9,Online
3/23/2022 13:05,-4.1,-3.1,3,N/A,2.231,110.5,Online
3/23/2022 13:10,-4.2,-3.3,3.7,N/A,2.261,138.4,Online
3/23/2022 13:15,-4.2,-3.2,4.1,N/A,2.307,115.5,Online
3/23/2022 13:20,-4.2,-3.3,0.9,N/A,2.344,128.3,Online
3/23/2022 13:25,-4.3,-3.4,7.2,N/A,2.383,135.3,Online
3/23/2022 13:30,-4.4,-3.7,2.2,N/A,2.415,70.9,Online
3/23/2022 13:35,-4.5,-3.6,3.7,N/A,2.445,97.8,Online
3/23/2022 13:40,-4.5,-3.9,2.2,N/A,2.473,78.2,Online
3/23/2022 13:45,-4.7,-4,2.7,N/A,2.497,70.6,Online
3/23/2022 13:50,-4.8,-4.3,3.5,N/A,2.515,51.9,Online
3/23/2022 13:55,-4.6,-4.3,1.2,N/A,2.529,45.9,Online
3/23/2022 14:00,-4.6,-4.3,1.1,N/A,2.543,41.7,Online
3/23/2022 14:05,-4.9,-4.4,2.9,N/A,2.555,35.7,Online
3/23/2022 14:10,-5,-4.4,2.6,N/A,2.568,50.4,Online
3/23/2022 14:15,-4.8,-4.2,3.1,N/A,2.587,64.1,Online
3/23/2022 14:20,-4.9,-4.3,3.7,N/A,2.61,74.4,Online
3/23/2022 14:25,-4.9,-4.2,2,N/A,2.635,70.4,Online
3/23/2022 14:30,-5,-4.5,1.8,N/A,2.653,47.2,Online
3/23/2022 14:35,-5,-4.5,3.5,N/A,2.668,45.6,Online
3/23/2022 14:40,-5.1,-4.5,2.4,N/A,2.682,38.2,Online
3/23/2022 14:45,-5.1,-4.7,1.7,N/A,2.696,38.3,Online
3/23/2022 14:50,-5.1,-4.8,3,N/A,2.704,15.7,Online
3/23/2022 14:55,-5,-4.8,1.2,N/A,2.709,17.4,Online
3/23/2022 15:00,-5.1,-4.8,1.7,N/A,2.716,30.5,Online
3/23/2022 15:05,-5.1,-4.9,1.6,N/A,2.724,19.7,Online
3/23/2022 15:10,-5.2,-4.8,3.1,N/A,2.731,17.9,Online
3/23/2022 15:15,-5.1,-4.7,1,N/A,2.737,22.8,Online
3/23/2022 15:20,-5.1,-4.7,2.2,N/A,2.744,23.6,Online
3/23/2022 15:25,-5.1,-4.7,2,N/A,2.753,26.1,Online
3/23/2022 15:30,-5.3,-4.8,1,N/A,2.76,18.7,Online
3/23/2022 15:35,-5.5,-5.2,2.2,N/A,2.765,15,Online
3/23/2022 15:40,-5.2,-5.1,1,N/A,2.77,15.9,Online
3/23/2022 15:45,-5.3,-5.1,3.6,N/A,2.776,22.4,Online
3/23/2022 15:50,-5.3,-5,2.7,N/A,2.784,30.3,Online
3/23/2022 15:55,-5.2,-4.9,1.3,N/A,2.792,21.2,Online
3/23/2022 16:00,-5.1,-4.9,3,N/A,2.8,22.4,Online
3/23/2022 16:05,-5.1,-4.9,2.4,N/A,2.808,27.9,Online
3/23/2022 16:10,-5.2,-4.9,2.4,N/A,2.816,26.5,Online
3/23/2022 16:15,-5,-4.8,2.1,N/A,2.823,15.9,Online
3/23/2022 16:20,-5.3,-5.2,2.4,N/A,2.828,22.6,Online
3/23/2022 16:25,-5.2,-5,3.3,N/A,2.835,19.8,Online
3/23/2022 16:30,-5.2,-5.1,2.1,N/A,2.841,17.5,Online
3/23/2022 16:35,-5.3,-5.1,2.4,N/A,2.847,26.5,Online
3/23/2022 16:40,-5.2,-5,2.1,N/A,2.856,28.2,Online
3/23/2022 16:45,-4.8,-4.6,2.1,N/A,2.864,23.2,Online
3/23/2022 16:50,-5.1,-4.9,0.6,N/A,2.875,33.2,Online
3/23/2022 16:55,-5.1,-4.7,1.3,N/A,2.887,43.5,Online
3/23/2022 17:00,-5.1,-4.9,4.6,N/A,2.901,47.3,Online
3/23/2022 17:05,-4.9,-4.5,1.9,N/A,2.918,74.3,Online
3/23/2022 17:10,-4.8,-4.3,0.5,N/A,2.936,43.5,Online
3/23/2022 17:15,-5,-4.4,3.4,N/A,2.948,31.8,Online
3/23/2022 17:20,-4.9,-4.5,2.3,N/A,2.957,26,Online
3/23/2022 17:25,-4.9,-4.5,4.3,N/A,2.964,21.9,Online
3/23/2022 17:30,-4.7,-4.2,2.3,N/A,2.97,17.4,Online
3/23/2022 17:35,-4.8,-4.2,1.5,N/A,2.975,11,Online
3/23/2022 17:40,-4.7,-4.2,1.2,N/A,2.978,7.5,Online
3/23/2022 17:45,-4.8,-4.2,2.9,N/A,2.979,3.8,Online
3/23/2022 17:50,-4.6,-4.2,2.4,N/A,2.98,1.4,Online
3/23/2022 17:55,-4.7,-4.2,2.2,N/A,2.98,0.5,Online
3/23/2022 18:00,-4.7,-4.2,1,N/A,2.98,0.2,Online
3/23/2022 18:05,-4.7,-4.3,2.5,N/A,2.98,0.1,Online
3/23/2022 18:10,-4.7,-4.4,1.5,N/A,2.981,0.1,Online
3/23/2022 18:15,-4.8,-4.7,1.7,N/A,2.981,0,Online
3/23/2022 18:20,-5.2,-5.3,0.9,N/A,2.981,0,Online
3/23/2022 18:25,-5.5,-5.5,1.2,N/A,2.981,0,Online
3/23/2022 18:30,-5.6,-5.6,1.8,N/A,2.981,0,Online
3/23/2022 18:35,-5.6,-5.6,1.9,N/A,2.981,0,Online
3/23/2022 18:40,-5.7,-5.6,2.3,N/A,2.981,0,Online
3/23/2022 18:45,-5.8,-5.7,2.3,N/A,2.981,0,Online
3/23/2022 18:50,-5.8,-5.7,1.9,N/A,2.981,0,Online
3/23/2022 18:55,-5.7,-5.6,1.5,N/A,2.981,0,Online
3/23/2022 19:00,-5.8,-5.8,2.3,N/A,2.981,0,Online
3/23/2022 19:05,-5.9,-5.8,2.9,N/A,2.981,0,Online
3/23/2022 19:10,-6,-5.9,1.2,N/A,2.981,0,Online
3/23/2022 19:15,-6,-6,2,N/A,2.981,0,Online
3/23/2022 19:20,-6.1,-6,4.8,N/A,2.981,0,Online
3/23/2022 19:25,-6.1,-6.1,1.7,N/A,2.981,0,Online
3/23/2022 19:30,-6,-5.9,1.6,N/A,2.981,0,Online
3/23/2022 19:35,-6.1,-6,2.3,N/A,2.981,0,Online
3/23/2022 19:40,-6,-6,2.4,N/A,2.981,0,Online
3/23/2022 19:45,-6.1,-6,2.2,N/A,2.981,0,Online
3/23/2022 19:50,-6.1,-5.9,2.4,N/A,2.981,0,Online
3/23/2022 19:55,-6.1,-5.8,2.7,N/A,2.981,0,Online
3/23/2022 20:00,-6.1,-5.9,3.1,N/A,2.981,0,Online
3/23/2022 20:05,-6,-5.9,1.9,N/A,2.981,0,Online
3/23/2022 20:10,-6,-5.9,2.6,N/A,2.981,0,Online
3/23/2022 20:15,-6,-5.9,2,N/A,2.981,0,Online
3/23/2022 20:20,-6.1,-5.8,1.2,N/A,2.981,0,Online
3/23/2022 20:25,-6,-5.7,2.4,N/A,2.981,0,Online
3/23/2022 20:30,-5.9,-5.7,1,N/A,2.981,0,Online
3/23/2022 20:35,-5.9,-5.6,4.3,N/A,2.981,0,Online
3/23/2022 20:40,-5.9,-5.6,2.1,N/A,2.981,0,Online
3/23/2022 20:45,-5.7,-5.5,3.1,N/A,2.981,0,Online
3/23/2022 20:50,-5.8,-5.5,1.7,N/A,2.981,0,Online
3/23/2022 20:55,-5.6,-5.4,2.3,N/A,2.981,0,Online
3/23/2022 21:00,-5.7,-5.3,1.4,N/A,2.981,0,Online
3/23/2022 21:05,-5.7,-5.3,2.1,N/A,2.981,0,Online
3/23/2022 21:10,-5.9,-5.4,1.8,N/A,2.981,0,Online
3/23/2022 21:15,-5.8,-5.5,1.6,N/A,2.981,0,Online
3/23/2022 21:20,-5.8,-5.4,4.6,N/A,2.981,0,Online
3/23/2022 21:25,-5.8,-5.4,1.5,N/A,2.981,0,Online
3/23/2022 21:30,-5.7,-5.3,2,N/A,2.981,0,Online
3/23/2022 21:35,-5.7,-5.4,1.8,N/A,2.981,0,Online
3/23/2022 21:40,-5.8,-5.4,1.8,N/A,2.981,0,Online
3/23/2022 21:45,-5.8,-5.3,1.8,N/A,2.981,0,Online
3/23/2022 21:50,-5.7,-5.3,1.2,N/A,2.981,0,Online
3/23/2022 21:55,-5.6,-5.2,1.8,N/A,2.981,0,Online
3/23/2022 22:00,-5.7,-5.3,1.1,N/A,2.981,0,Online
3/23/2022 22:05,-5.7,-5.2,1.3,N/A,2.981,0,Online
3/23/2022 22:10,-5.6,-5.1,1.7,N/A,2.981,0,Online
3/23/2022 22:15,-5.6,-5.2,1.9,N/A,2.981,0,Online
3/23/2022 22:20,-5.7,-5.2,2,N/A,2.981,0,Online
3/23/2022 22:25,-5.6,-5.1,3.4,N/A,2.981,0,Online
3/23/2022 22:30,-5.7,-5.2,2.3,N/A,2.981,0,Online
3/23/2022 22:35,-5.5,-5.1,1.6,N/A,2.981,0,Online
3/23/2022 22:40,-5.6,-5.1,2.1,N/A,2.981,0,Online
3/23/2022 22:45,-5.6,-5.1,1.7,N/A,2.981,0,Online
3/23/2022 22:50,-5.6,-5.1,1.6,N/A,2.981,0,Online
3/23/2022 22:55,-5.6,-5.1,2,N/A,2.981,0,Online
3/23/2022 23:00,-5.6,-5,0.7,N/A,2.981,0,Online
3/23/2022 23:05,-5.6,-5.1,2.8,N/A,2.981,0,Online
3/23/2022 23:10,-5.6,-5,1.9,N/A,2.981,0,Online
3/23/2022 23:15,-5.6,-5.1,3.5,N/A,2.981,0,Online
3/23/2022 23:20,-5.6,-5,2.3,N/A,2.981,0,Online
3/23/2022 23:25,-5.6,-5,3.5,N/A,2.981,0,Online
3/23/2022 23:30,-5.5,-5,3.7,N/A,2.981,0,Online
3/23/2022 23:35,-5.6,-5,1.2,N/A,2.981,0,Online
3/23/2022 23:40,-5.6,-5.1,2.9,N/A,2.981,0,Online
3/23/2022 23:45,-5.6,-5.1,1.9,N/A,2.981,0,Online
3/23/2022 23:50,-5.6,-5.1,1.6,N/A,2.981,0,Online
3/23/2022 23:55,-5.7,-5.1,1.4,N/A,2.981,0,Online
3/24/2022 0:00,-5.7,-5.1,1.6,N/A,0,0,Online
3/24/2022 0:05,-5.7,-5,0.9,N/A,0,0,Online
3/24/2022 0:10,-5.7,-5,1.2,N/A,0,0,Online
3/24/2022 0:15,-5.7,-5,0.8,N/A,0,0,Online
3/24/2022 0:20,-5.7,-4.9,0.9,N/A,0,0,Online
3/24/2022 0:25,-5.7,-5.1,0.7,N/A,0,0,Online
3/24/2022 0:30,-5.7,-5,0.7,N/A,0,0,Online
3/24/2022 0:35,-5.7,-4.9,0.5,N/A,0,0,Online
3/24/2022 0:40,-5.7,-4.8,0.7,N/A,0,0,Online
3/24/2022 0:45,-5.6,-5.3,0.6,N/A,0,0,Online
3/24/2022 0:50,-5.7,-6.1,1,N/A,0,0,Online
3/24/2022 0:55,-5.8,-6.2,0.6,N/A,0,0,Online
3/24/2022 1:00,-5.8,-6.1,0,N/A,0,0,Online
3/24/2022 1:05,-5.8,-6.1,1.3,N/A,0,0,Online
3/24/2022 1:10,-5.7,-5.7,0,N/A,0,0,Online
3/24/2022 1:15,-5.8,-5.4,0.6,N/A,0,0,Online
3/24/2022 1:20,-5.8,-5.3,0.6,N/A,0,0,Online
3/24/2022 1:25,-5.7,-5.2,0.4,N/A,0,0,Online
3/24/2022 1:30,-5.7,-5.1,0,N/A,0,0,Online
3/24/2022 1:35,-5.6,-5,0.4,N/A,0,0,Online
3/24/2022 1:40,-5.6,-4.9,0.5,N/A,0,0,Online
3/24/2022 1:45,-5.4,-4.8,0,N/A,0,0,Online
3/24/2022 1:50,-5.5,-4.8,0.9,N/A,0,0,Online
3/24/2022 1:55,-5.5,-4.8,1.4,N/A,0,0,Online
3/24/2022 2:00,-5.5,-4.8,0.5,N/A,0,0,Online
3/24/2022 2:05,-5.5,-4.8,0,N/A,0,0,Online
3/24/2022 2:10,-5.4,-4.7,0.4,N/A,0,0,Online
3/24/2022 2:15,-5.3,-4.6,0.5,N/A,0,0,Online
3/24/2022 2:20,-4.9,-4.4,0,N/A,0,0,Online
3/24/2022 2:25,-5.3,-4.5,0.5,N/A,0,0,Online
3/24/2022 2:30,-5,-4.4,0,N/A,0,0,Online
3/24/2022 2:35,-4.9,-4,1.1,N/A,0,0,Online
3/24/2022 2:40,-4.5,-3.8,0,N/A,0,0,Online
3/24/2022 2:45,-5.1,-4,1.2,N/A,0,0,Online
3/24/2022 2:50,-4.5,-3.8,0.4,N/A,0,0,Online
3/24/2022 2:55,-4.7,-3.8,0.5,N/A,0,0,Online
3/24/2022 3:00,-4.5,-3.6,0,N/A,0,0,Online
3/24/2022 3:05,-4.4,-3.6,0,N/A,0,0,Online
3/24/2022 3:10,-4.7,-3.6,0.7,N/A,0,0,Online
3/24/2022 3:15,-5,-3.8,0,N/A,0,0,Online
3/24/2022 3:20,-5.3,-4.1,0.5,N/A,0,0,Online
3/24/2022 3:25,-5.3,-4.3,0.6,N/A,0,0,Online
3/24/2022 3:30,-5.2,-4.2,0,N/A,0,0,Online
3/24/2022 3:35,-5.1,-4.2,0.7,N/A,0,0,Online
3/24/2022 3:40,-5.5,-4.6,1.3,N/A,0,0.1,Online
3/24/2022 3:45,-5.6,-4.7,0.7,N/A,0,0,Online
3/24/2022 3:50,-5.5,-4.7,0.9,N/A,0,0.1,Online
3/24/2022 3:55,-5.6,-4.6,0.5,N/A,0,0,Online
3/24/2022 4:00,-5.5,-4.6,0,N/A,0,0,Online
3/24/2022 4:05,-4.7,-3.9,0,N/A,0,0,Online
3/24/2022 4:10,-4.6,-3.7,0,N/A,0,0,Online
3/24/2022 4:15,-5.3,-4,0.6,N/A,0,0,Online
3/24/2022 4:20,-5.4,-4.3,0.7,N/A,0,0,Online
3/24/2022 4:25,-5.4,-4.4,0,N/A,0,0,Online
3/24/2022 4:30,-5.5,-4.5,0.5,N/A,0,0,Online
3/24/2022 4:35,-5.6,-4.5,0.8,N/A,0,0,Online
3/24/2022 4:40,-5.6,-4.6,0,N/A,0,0,Online
3/24/2022 4:45,-5.6,-4.6,0,N/A,0,0,Online
3/24/2022 4:50,-5.6,-4.6,0.8,N/A,0,0,Online
3/24/2022 4:55,-5.6,-4.7,0.7,N/A,0,0,Online
3/24/2022 5:00,-5.6,-4.7,0.5,N/A,0,0,Online
3/24/2022 5:05,-5.5,-4.6,0,N/A,0,0,Online
3/24/2022 5:10,-5.5,-4.5,0.8,N/A,0,0,Online
3/24/2022 5:15,-5.5,-4.5,0.5,N/A,0,0,Online
3/24/2022 5:20,-5.6,-4.5,0,N/A,0,0,Online
3/24/2022 5:25,-5.6,-4.5,0.4,N/A,0,0,Online
3/24/2022 5:30,-5.6,-4.6,1.1,N/A,0,0,Online
3/24/2022 5:35,-5.6,-5,0.5,N/A,0,0.1,Online
3/24/2022 5:40,-5.7,-5.2,0.8,N/A,0,0.1,Online
3/24/2022 5:45,-5.7,-5.4,0.4,N/A,0,0.3,Online
3/24/2022 5:50,-5.8,-5.5,0.4,N/A,0,1.3,Online
3/24/2022 5:55,-5.8,-5.5,1,N/A,0,2.6,Online
3/24/2022 6:00,-5.8,-5.5,0.5,N/A,0.002,5.6,Online
3/24/2022 6:05,-5.7,-5.4,0.4,N/A,0.004,9.5,Online
3/24/2022 6:10,-5.8,-5.4,0.8,N/A,0.007,13,Online
3/24/2022 6:15,-5.8,-5.4,0.8,N/A,0.012,18.4,Online
3/24/2022 6:20,-5.8,-5.2,1.2,N/A,0.019,24.5,Online
3/24/2022 6:25,-5.8,-5.2,0.6,N/A,0.028,31.1,Online
3/24/2022 6:30,-5.9,-5,1.1,N/A,0.039,41.6,Online
3/24/2022 6:35,-5.9,-4.6,1.1,N/A,0.053,41.4,Online
3/24/2022 6:40,-5.8,-4.4,0.8,N/A,0.065,49,Online
3/24/2022 6:45,-5.7,-3.7,0,N/A,0.083,48.9,Online
3/24/2022 6:50,-5.6,-3.3,0.4,N/A,0.101,75.1,Online
3/24/2022 6:55,-5.3,-2.5,0,N/A,0.124,52.1,Online
3/24/2022 7:00,-5.2,-2.5,0.5,N/A,0.141,47.1,Online
3/24/2022 7:05,-5,-3.1,0,N/A,0.151,29.3,Online
3/24/2022 7:10,-5.1,-3.1,1.4,N/A,0.164,45.6,Online
3/24/2022 7:15,-5.4,-3.6,1.6,N/A,0.179,47.9,Online
3/24/2022 7:20,-5.4,-4.1,0.9,N/A,0.195,58.7,Online
3/24/2022 7:25,-5.5,-4.1,1.4,N/A,0.214,55.1,Online
3/24/2022 7:30,-5.6,-4,1.2,N/A,0.23,49.4,Online
3/24/2022 7:35,-5.5,-3.7,1.7,N/A,0.248,64.4,Online
3/24/2022 7:40,-5.4,-3.1,0.6,N/A,0.27,81.2,Online
3/24/2022 7:45,-5.4,-2.6,0.9,N/A,0.295,71.1,Online
3/24/2022 7:50,-4.9,-2.4,0,N/A,0.318,78.2,Online
3/24/2022 7:55,-4.9,-2,0.7,N/A,0.34,60.6,Online
3/24/2022 8:00,-5.1,-2.8,1.5,N/A,0.356,42,Online
3/24/2022 8:05,-5.2,-3.1,1.1,N/A,0.371,56.9,Online
3/24/2022 8:10,-5,-2.6,1.9,N/A,0.391,74.2,Online
3/24/2022 8:15,-5.1,-2.2,0.5,N/A,0.417,92.6,Online
3/24/2022 8:20,-5.1,-1.6,1.2,N/A,0.451,108.9,Online
3/24/2022 8:25,-4.9,-1.5,1.5,N/A,0.484,108.6,Online
3/24/2022 8:30,-4.9,-1.2,0.8,N/A,0.52,122.8,Online
3/24/2022 8:35,-4.8,-0.6,0.5,N/A,0.562,133.3,Online
3/24/2022 8:40,-4.6,-0.3,0.6,N/A,0.596,116.9,Online
3/24/2022 8:45,-4.3,0.2,0.5,N/A,0.633,97.3,Online
3/24/2022 8:50,-4.3,0.4,0.7,N/A,0.668,120.1,Online
3/24/2022 8:55,-3.8,0.9,0,N/A,0.706,115.4,Online
3/24/2022 9:00,-4.2,0.6,0.7,N/A,0.74,109.4,Online
3/24/2022 9:05,-2.9,0.7,0,N/A,0.772,96.8,Online
3/24/2022 9:10,-3.4,0.5,0,N/A,0.802,98.9,Online
3/24/2022 9:15,-2.9,0.8,0,N/A,0.835,107.9,Online
3/24/2022 9:20,-4.1,0.5,0.7,N/A,0.872,125.1,Online
3/24/2022 9:25,-3.8,0.6,0,N/A,0.912,133.2,Online
3/24/2022 9:30,-3.6,1.3,0.4,N/A,0.958,163.1,Online
3/24/2022 9:35,-2.1,2.8,0,N/A,1.012,174.6,Online
3/24/2022 9:40,-2.4,3.3,1,N/A,1.067,179.9,Online
3/24/2022 9:45,-3.7,2.2,0.7,N/A,1.122,176.5,Online
3/24/2022 9:50,-3.6,2.1,1,N/A,1.177,177.3,Online
3/24/2022 9:55,-3.4,2.1,0.5,N/A,1.228,153.9,Online
3/24/2022 10:00,-3.5,1.9,0,N/A,1.278,169.5,Online
3/24/2022 10:05,-3.6,1.7,0.4,N/A,1.335,178.3,Online
3/24/2022 10:10,-3.5,1.9,0.9,N/A,1.391,188.7,Online
3/24/2022 10:15,-3.4,2.1,0.8,N/A,1.453,207.6,Online
3/24/2022 10:20,-3.4,2.5,1,N/A,1.521,221.7,Online
3/24/2022 10:25,-1.9,4.3,0.9,N/A,1.591,214.1,Online
3/24/2022 10:30,-2.4,4.2,1.1,N/A,1.655,210.5,Online
3/24/2022 10:35,-2.9,4.5,1.3,N/A,1.723,226.3,Online
3/24/2022 10:40,-2.9,5.4,0.6,N/A,1.802,279.9,Online
3/24/2022 10:45,-2.8,6,1.6,N/A,1.892,300.4,Online
3/24/2022 10:50,-2.7,7,0.7,N/A,1.993,360.9,Online
3/24/2022 10:55,-2.6,7.7,1.1,N/A,2.108,329.6,Online
3/24/2022 11:00,-2,8.4,0.8,N/A,2.212,295.2,Online
3/24/2022 11:05,-2.4,7,0.8,N/A,2.292,213,Online
3/24/2022 11:10,-2.5,6.4,0.5,N/A,2.363,271.3,Online
3/24/2022 11:15,-1.1,8.1,0,N/A,2.466,367.1,Online
3/24/2022 11:20,-2,7.7,0.7,N/A,2.557,299.3,Online
3/24/2022 11:25,-1.4,8.8,0.4,N/A,2.658,324.2,Online
3/24/2022 11:30,-1.4,8.3,0,N/A,2.752,275.7,Online
3/24/2022 11:35,-2.2,7.1,1.4,N/A,2.836,247.4,Online
3/24/2022 11:40,-2.5,6.5,0.5,N/A,2.912,236.9,Online
3/24/2022 11:45,-2.2,5.7,0,N/A,2.976,172.4,Online
3/24/2022 11:50,-2.2,4.7,1.1,N/A,3.028,126.9,Online
3/24/2022 11:55,-2.6,2.6,1.5,N/A,3.06,97.1,Online
3/24/2022 12:00,-3.2,1.3,0.9,N/A,3.091,98.7,Online
3/24/2022 12:05,-3.3,0.7,1.2,N/A,3.122,105,Online
3/24/2022 12:10,-3,1.2,0,N/A,3.159,126.5,Online
3/24/2022 12:15,-3.1,1.7,0.7,N/A,3.197,148.8,Online
3/24/2022 12:20,-3,2.1,0.9,N/A,3.244,122.8,Online
3/24/2022 12:25,-2.5,3.9,0.8,N/A,3.31,243.6,Online
3/24/2022 12:30,-2,3.9,1.3,N/A,3.366,139.4,Online
3/24/2022 12:35,-2.8,2.9,0.6,N/A,3.411,108.6,Online
3/24/2022 12:40,-2.3,2.3,1.2,N/A,3.442,108,Online
3/24/2022 12:45,-2.5,3.4,0,N/A,3.497,228.6,Online
3/24/2022 12:50,-2.3,4.3,0,N/A,3.559,175.2,Online
3/24/2022 12:55,-1.9,5.4,0.6,N/A,3.622,222.4,Online
3/24/2022 13:00,-2.5,4.9,0.5,N/A,3.675,163.9,Online
3/24/2022 13:05,-2.4,4.8,0,N/A,3.739,239.7,Online
3/24/2022 13:10,-2.5,5.8,1,N/A,3.821,223.3,Online
3/24/2022 13:15,-2,4.9,0.9,N/A,3.876,161.2,Online
3/24/2022 13:20,-2.6,4,1.3,N/A,3.924,160.4,Online
3/24/2022 13:25,-3.1,3.4,0,N/A,3.973,153.1,Online
3/24/2022 13:30,-2.9,3.4,0.6,N/A,4.023,155.6,Online
3/24/2022 13:35,-2.5,4.3,1,N/A,4.078,205.5,Online
3/24/2022 13:40,-2.5,4.7,0.8,N/A,4.143,200.5,Online
3/24/2022 13:45,-1.4,5.7,0,N/A,4.212,239.7,Online
3/24/2022 13:50,-1.8,6,0,N/A,4.277,146.3,Online
3/24/2022 13:55,-2.6,3.8,0.4,N/A,4.314,111,Online
3/24/2022 14:00,-1.3,3.8,0.6,N/A,4.348,117.8,Online
3/24/2022 14:05,-2.2,3.4,0.4,N/A,4.383,109.9,Online
3/24/2022 14:10,-2.5,2.8,0.8,N/A,4.416,84.6,Online
3/24/2022 14:15,-2.9,2.5,0.8,N/A,4.448,127.9,Online
3/24/2022 14:20,-2.9,3,1.3,N/A,4.495,155.8,Online
3/24/2022 14:25,-2.9,3.3,1,N/A,4.55,231.6,Online
3/24/2022 14:30,-2.5,3.4,0.5,N/A,4.6,117,Online
3/24/2022 14:35,-2.3,3.2,0.5,N/A,4.64,127.1,Online
3/24/2022 14:40,-1.9,3,0.9,N/A,4.678,141.8,Online
3/24/2022 14:45,-2.9,3.5,1.3,N/A,4.733,214,Online
3/24/2022 14:50,-2.9,3.8,1.1,N/A,4.793,207.6,Online
3/24/2022 14:55,-2.6,4.5,0.9,N/A,4.864,181.3,Online
3/24/2022 15:00,-3,3.2,0,N/A,4.905,94.4,Online
3/24/2022 15:05,-2.9,2,1,N/A,4.937,92.6,Online
3/24/2022 15:10,-3.2,1,0.6,N/A,4.962,74.2,Online
3/24/2022 15:15,-3.1,0.9,1.4,N/A,4.986,88.4,Online
3/24/2022 15:20,-3.2,0.4,1,N/A,5.011,76.1,Online
3/24/2022 15:25,-3.3,0.4,0.9,N/A,5.036,91.6,Online
3/24/2022 15:30,-3,0.7,1.9,N/A,5.068,119.2,Online
3/24/2022 15:35,-3,1.2,1.2,N/A,5.106,129.9,Online
3/24/2022 15:40,-3.2,1.3,1.4,N/A,5.146,138.8,Online
3/24/2022 15:45,-2.8,2.2,0.7,N/A,5.192,158.8,Online
3/24/2022 15:50,-2.5,3.3,1.1,N/A,5.252,202.5,Online
3/24/2022 15:55,-2.6,3.6,1.2,N/A,5.311,193.4,Online
3/24/2022 16:00,-2.3,4.4,1.7,N/A,5.378,209.5,Online
3/24/2022 16:05,-2.5,4.3,1.5,N/A,5.443,160,Online
3/24/2022 16:10,-2.6,2.9,1,N/A,5.474,81.5,Online
3/24/2022 16:15,-2.7,2,0.6,N/A,5.499,76.5,Online
3/24/2022 16:20,-2.6,1.5,0.6,N/A,5.524,76.9,Online
3/24/2022 16:25,-2.9,1,1,N/A,5.549,79.4,Online
3/24/2022 16:30,-3.1,0.2,1.4,N/A,5.57,51.2,Online
3/24/2022 16:35,-3.2,-0.2,1.3,N/A,5.586,49.6,Online
3/24/2022 16:40,-3.3,-0.6,1.1,N/A,5.601,47.4,Online
3/24/2022 16:45,-3.2,-1,2,N/A,5.617,52.5,Online
3/24/2022 16:50,-3.2,-1.1,1.9,N/A,5.631,38.3,Online
3/24/2022 16:55,-3.4,-1.6,2.1,N/A,5.641,28.2,Online
3/24/2022 17:00,-3.3,-1.7,1.4,N/A,5.648,16.7,Online
3/24/2022 17:05,-3.3,-1.8,1.7,N/A,5.653,16.4,Online
3/24/2022 17:10,-3.4,-2,2.8,N/A,5.659,21.1,Online
3/24/2022 17:15,-3.3,-2.1,1.7,N/A,5.666,21,Online
3/24/2022 17:20,-3.4,-2.1,1.3,N/A,5.671,15.1,Online
3/24/2022 17:25,-3.3,-2,1.8,N/A,5.675,12.1,Online
3/24/2022 17:30,-3.4,-2.1,1.5,N/A,5.679,13.8,Online
3/24/2022 17:35,-3.4,-2.2,1.2,N/A,5.683,9.2,Online
3/24/2022 17:40,-3.5,-2.3,1.4,N/A,5.685,6.1,Online
3/24/2022 17:45,-3.6,-2.6,1.3,N/A,5.687,5.4,Online
3/24/2022 17:50,-3.6,-3.9,0.5,N/A,5.688,2.7,Online
3/24/2022 17:55,-3.6,-4.2,1,N/A,5.689,1.4,Online
3/24/2022 18:00,-3.6,-4.3,1,N/A,5.689,0.5,Online
3/24/2022 18:05,-3.8,-4.3,1.4,N/A,5.689,0.3,Online
3/24/2022 18:10,-3.9,-4.2,0.7,N/A,5.689,0.2,Online
3/24/2022 18:15,-3.9,-4.1,0.5,N/A,5.689,0,Online
3/24/2022 18:20,-3.5,-3.3,0,N/A,5.689,0,Online
3/24/2022 18:25,-3.7,-3.1,0.5,N/A,5.689,0,Online
3/24/2022 18:30,-3.8,-3,0,N/A,5.689,0,Online
3/24/2022 18:35,-3.8,-2.9,0,N/A,5.689,0,Online
3/24/2022 18:40,-3.7,-3.1,0.5,N/A,5.689,0,Online
3/24/2022 18:45,-3.9,-3.2,0.6,N/A,5.689,0,Online
3/24/2022 18:50,-3.9,-3.2,0,N/A,5.689,0,Online
3/24/2022 18:55,-3.8,-3.1,0.4,N/A,5.689,0,Online
3/24/2022 19:00,-3.8,-3,0,N/A,5.689,0,Online
3/24/2022 19:05,-3.9,-2.9,0.5,N/A,5.689,0,Online
3/24/2022 19:10,-3.8,-2.9,0,N/A,5.689,0,Online
